Product Title,Final Price,Reduction?,Price Without Reduction,Buy 2 for,URL Product,URL Image,Stock Status
"J. Lohr Arroyo Vista Chardonnay",27.59,yes,32.19,,https://www.instacart.com/store/items/item_597001543,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_1c507536-49e2-4626-af53-f47667d0a46e.jpg",
"Kunde Estate Chardonnay",18.39,yes,24.62,,https://www.instacart.com/store/items/item_187135453,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_0a643aa2-4f72-4238-84bb-ebb24895f284.jpg",
"Dom Perignon Vintage 2009 Champagne",241.49,yes,292.05,,https://www.instacart.com/store/items/item_258363078,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3f102134-c618-4094-8f8e-544d64991460.png",
"House Wine Carbonated Wine, Brut Bubbles",5.74,yes,6.89,,https://www.instacart.com/store/items/item_2934372824,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_b615c061-30d2-41b5-99e3-7fe96d54f22d.png",
"Roederer Estate Sparkling Wine, Anderson Valley Brut Rose",35.64,yes,45.99,,https://www.instacart.com/store/items/item_187313524,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f4a73309-1d28-4190-9d79-c03f4b01393d.jpg",
"Piper-Heidsieck Champagne, Brut, Bottle",51.74,yes,63.24,,https://www.instacart.com/store/items/item_3181330415,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_705327e0-a8c7-4b95-aa89-cd5e282e0b03.jpg",
"Ruffino Prosecco DOC Italian White Sparkling Wine",14.94,yes,19.70,,https://www.instacart.com/store/items/item_187338701,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_828baea4-1a69-48a9-a043-0382318ebd8e.jpg",
"J Vineyards Cuvee 20 Brut Sparkling Wine",41.39,yes,54.74,,https://www.instacart.com/store/items/item_187210092,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4954b028-b71f-487d-b210-48b5580631ae.png",
"Cupcake Vineyards Sparkling Rosé Wine",11.49,yes,16.41,,https://www.instacart.com/store/items/item_246152662,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_151dd08d-574d-4e97-8081-29cb25a08625.jpg",
"J. Lohr Estates Riverstone Chardonnay",14.94,yes,22.99,,https://www.instacart.com/store/items/item_187325257,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ad4f0066-1466-417d-a221-310a7315f98c.jpg",
"Josh Cellars Chardonnay",13.79,yes,16.41,,https://www.instacart.com/store/items/item_187193560,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_b1906736-9489-4f31-b093-547ff03e2a98.jpg",
"Rodney Strong Sauvignon Blanc, Charlotte's Home, Sonoma County",11.49,yes,18.06,,https://www.instacart.com/store/items/item_187217722,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_b565b0e0-f8f5-41e4-9727-a7bb841d092c.png",
"Menage a Trois Prosecco Sparkling White Wine",11.49,yes,14.94,,https://www.instacart.com/store/items/item_187326846,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2edbdb59-3aeb-4cd0-8309-9118ccf906f3.jpg",
"Moët & Chandon Imperial Brut Champagne",68.99,no,,,https://www.instacart.com/store/items/item_3249747311,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f702cd3a-a325-4e3d-be36-43828d1975b3.png",
"Piper-heidsieck Champagne Brut",51.74,yes,63.24,,https://www.instacart.com/store/items/item_187266371,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2e8519a6-4c76-429d-9389-4b1af62f49c8.jpg",
"Piper Sonoma Brut Rose Sparkling Wine",17.24,yes,21.34,,https://www.instacart.com/store/items/item_1597595976,"https://www.instacart.com/image-server/1028x1028/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7609ea16-d248-4e3f-89d4-01895b477cda.jpg",
